"ft_dem","ft_rep","race","income","sex","white","black","hispanic","other","vote_obama"
70,15,1,20,0,1,0,0,0,1
50,50,1,20,1,1,0,0,0,0
40,70,1,1,1,1,0,0,0,0
10,60,1,18,1,1,0,0,0,0
70,30,1,11,1,1,0,0,0,1
0,85,1,14,0,1,0,0,0,0
15,60,4,3,1,0,0,0,1,0
0,0,1,1,0,1,0,0,0,0
0,60,1,12,1,1,0,0,0,0
50,0,2,1,0,0,1,0,0,1
35,80,1,14,1,1,0,0,0,0
12,85,1,27,0,1,0,0,0,0
30,60,1,24,0,1,0,0,0,0
80,3,4,25,0,0,0,0,1,1
90,10,1,17,1,1,0,0,0,1
10,85,1,11,1,1,0,0,0,0
40,70,1,21,0,1,0,0,0,0
0,85,1,13,0,1,0,0,0,0
60,0,1,25,0,1,0,0,0,1
0,70,1,19,0,1,0,0,0,0
15,85,1,7,0,1,0,0,0,0
10,68,1,17,0,1,0,0,0,0
50,50,1,1,1,1,0,0,0,1
98,76,3,9,1,0,0,1,0,1
55,0,1,18,1,1,0,0,0,1
60,40,3,8,0,0,0,1,0,1
100,0,2,7,1,0,1,0,0,1
70,40,1,3,1,1,0,0,0,1
15,85,1,1,1,1,0,0,0,0
60,40,1,21,0,1,0,0,0,0
39,41,4,7,0,0,0,0,1,0
40,70,1,26,1,1,0,0,0,0
85,0,1,19,1,1,0,0,0,1
30,15,1,8,0,1,0,0,0,1
30,30,1,5,1,1,0,0,0,1
70,15,1,20,0,1,0,0,0,1
15,70,1,16,0,1,0,0,0,0
50,15,1,21,1,1,0,0,0,1
85,0,1,18,0,1,0,0,0,1
30,15,1,3,0,1,0,0,0,0
85,55,1,8,1,1,0,0,0,1
75,10,2,2,0,0,1,0,0,1
70,60,2,12,1,0,1,0,0,1
72,4,2,15,0,0,1,0,0,1
75,50,3,18,0,0,0,1,0,1
80,6,2,2,0,0,1,0,0,1
30,40,1,20,0,1,0,0,0,0
60,60,1,22,1,1,0,0,0,0
80,25,3,15,0,0,0,1,0,1
85,85,3,16,0,0,0,1,0,1
50,50,1,11,1,1,0,0,0,1
70,0,1,26,0,1,0,0,0,1
75,40,1,12,1,1,0,0,0,1
40,70,1,12,1,1,0,0,0,0
15,70,1,16,1,1,0,0,0,0
20,50,1,1,1,1,0,0,0,0
30,75,1,23,0,1,0,0,0,0
70,0,1,24,0,1,0,0,0,1
85,0,1,3,0,1,0,0,0,1
70,15,3,21,0,0,0,1,0,1
80,50,1,26,1,1,0,0,0,1
0,70,1,28,1,1,0,0,0,0
55,0,2,24,0,0,1,0,0,1
50,85,1,26,1,1,0,0,0,0
30,79,1,9,0,1,0,0,0,0
70,0,1,20,0,1,0,0,0,1
65,5,1,23,1,1,0,0,0,1
25,80,1,23,1,1,0,0,0,0
85,0,1,26,0,1,0,0,0,1
50,65,3,12,0,0,0,1,0,0
40,75,1,11,0,1,0,0,0,0
75,25,1,2,1,1,0,0,0,0
15,85,1,27,0,1,0,0,0,0
85,40,2,20,1,0,1,0,0,1
15,85,1,23,0,1,0,0,0,0
45,50,1,7,0,1,0,0,0,0
70,40,2,21,1,0,1,0,0,1
100,0,1,13,0,1,0,0,0,1
40,90,3,5,1,0,0,1,0,0
60,1,1,23,0,1,0,0,0,1
30,30,1,7,1,1,0,0,0,0
100,0,4,10,1,0,0,0,1,1
50,50,1,25,1,1,0,0,0,0
40,75,1,17,1,1,0,0,0,0
45,60,1,27,1,1,0,0,0,0
0,80,1,26,1,1,0,0,0,0
85,40,2,8,1,0,1,0,0,1
50,40,2,1,0,0,1,0,0,1
15,85,1,24,1,1,0,0,0,0
100,0,2,1,1,0,1,0,0,1
80,15,2,15,1,0,1,0,0,1
85,15,1,21,0,1,0,0,0,1
60,75,1,7,0,1,0,0,0,0
30,70,1,23,0,1,0,0,0,0
0,40,1,26,0,1,0,0,0,0
0,60,1,1,0,1,0,0,0,0
0,100,1,20,1,1,0,0,0,0
70,30,1,8,1,1,0,0,0,1
0,70,1,26,1,1,0,0,0,0
20,80,1,11,1,1,0,0,0,0
15,60,1,16,1,1,0,0,0,0
0,100,1,5,0,1,0,0,0,0
60,0,1,23,1,1,0,0,0,1
60,60,1,22,0,1,0,0,0,1
50,40,1,1,1,1,0,0,0,1
50,50,1,14,0,1,0,0,0,0
10,70,1,15,1,1,0,0,0,0
75,30,1,27,1,1,0,0,0,1
30,55,1,13,0,1,0,0,0,0
80,0,1,27,1,1,0,0,0,1
0,85,1,25,1,1,0,0,0,0
0,85,1,6,0,1,0,0,0,0
100,15,4,27,0,0,0,0,1,1
0,70,1,4,0,1,0,0,0,0
60,0,1,27,1,1,0,0,0,1
50,50,1,8,1,1,0,0,0,1
65,5,1,25,0,1,0,0,0,1
70,30,1,23,0,1,0,0,0,1
90,0,1,26,0,1,0,0,0,1
80,45,4,22,1,0,0,0,1,1
60,50,1,25,1,1,0,0,0,1
25,65,3,21,0,0,0,1,0,0
15,100,1,12,0,1,0,0,0,0
0,70,1,21,0,1,0,0,0,0
50,0,1,26,0,1,0,0,0,1
0,15,1,20,0,1,0,0,0,0
60,60,1,14,1,1,0,0,0,0
33,66,1,14,0,1,0,0,0,0
85,15,1,20,0,1,0,0,0,1
85,70,1,16,1,1,0,0,0,1
70,2,1,11,0,1,0,0,0,1
30,80,1,18,0,1,0,0,0,0
85,60,2,21,1,0,1,0,0,1
60,10,1,3,0,1,0,0,0,1
55,5,1,26,1,1,0,0,0,1
40,15,1,27,1,1,0,0,0,1
70,0,1,1,1,1,0,0,0,1
50,50,1,17,0,1,0,0,0,0
0,85,1,21,1,1,0,0,0,0
30,60,1,5,1,1,0,0,0,0
60,30,1,20,0,1,0,0,0,1
0,100,1,13,1,1,0,0,0,0
60,20,2,27,0,0,1,0,0,1
85,15,1,15,0,1,0,0,0,1
0,80,1,26,0,1,0,0,0,0
70,85,3,12,1,0,0,1,0,0
15,70,1,16,1,1,0,0,0,0
40,85,1,9,1,1,0,0,0,0
70,40,1,15,0,1,0,0,0,1
15,70,1,5,0,1,0,0,0,0
50,50,1,15,0,1,0,0,0,1
75,0,1,21,0,1,0,0,0,1
30,85,1,23,0,1,0,0,0,0
50,60,1,14,1,1,0,0,0,0
98,40,2,11,0,0,1,0,0,1
65,40,1,13,0,1,0,0,0,1
15,60,1,25,0,1,0,0,0,0
0,70,1,21,0,1,0,0,0,0
0,98,1,25,0,1,0,0,0,0
50,50,2,9,1,0,1,0,0,0
60,15,1,5,1,1,0,0,0,1
30,40,3,28,0,0,0,1,0,1
40,0,1,27,0,1,0,0,0,1
90,15,1,25,0,1,0,0,0,1
50,60,1,28,1,1,0,0,0,0
55,15,1,24,1,1,0,0,0,1
60,15,1,11,1,1,0,0,0,1
70,75,1,25,1,1,0,0,0,0
40,70,1,24,0,1,0,0,0,0
40,50,1,17,0,1,0,0,0,0
40,50,1,20,1,1,0,0,0,0
50,55,1,7,0,1,0,0,0,0
90,0,1,1,0,1,0,0,0,1
0,90,1,16,1,1,0,0,0,0
50,85,1,28,1,1,0,0,0,0
40,60,1,12,0,1,0,0,0,0
100,50,2,1,0,0,1,0,0,1
51,40,1,13,1,1,0,0,0,0
0,60,1,23,0,1,0,0,0,0
85,1,1,22,0,1,0,0,0,1
60,21,1,17,0,1,0,0,0,1
95,5,1,25,0,1,0,0,0,1
15,60,1,10,0,1,0,0,0,0
85,30,1,4,1,1,0,0,0,1
70,70,1,24,0,1,0,0,0,1
60,30,1,12,1,1,0,0,0,1
15,65,1,1,1,1,0,0,0,0
60,40,1,10,1,1,0,0,0,1
30,60,1,16,1,1,0,0,0,0
40,70,1,19,1,1,0,0,0,0
60,30,1,11,1,1,0,0,0,0
70,5,1,19,0,1,0,0,0,1
0,85,1,25,0,1,0,0,0,0
66,15,1,24,0,1,0,0,0,1
45,60,1,26,0,1,0,0,0,0
15,60,1,28,0,1,0,0,0,0
50,30,1,5,1,1,0,0,0,1
85,0,2,28,0,0,1,0,0,1
100,0,2,11,0,0,1,0,0,1
10,10,1,10,0,1,0,0,0,0
15,70,3,21,1,0,0,1,0,0
40,50,3,19,0,0,0,1,0,0
85,0,2,28,1,0,1,0,0,1
30,50,1,26,1,1,0,0,0,0
100,50,1,9,0,1,0,0,0,1
40,60,1,13,1,1,0,0,0,0
40,60,1,7,1,1,0,0,0,0
40,60,1,15,0,1,0,0,0,0
60,40,1,10,1,1,0,0,0,0
85,45,2,13,0,0,1,0,0,1
50,50,1,21,1,1,0,0,0,0
30,60,1,27,1,1,0,0,0,0
85,30,1,21,1,1,0,0,0,1
30,60,1,9,1,1,0,0,0,0
50,50,1,15,1,1,0,0,0,0
50,70,3,25,1,0,0,1,0,0
85,15,3,24,1,0,0,1,0,1
50,85,1,25,0,1,0,0,0,0
40,70,1,7,0,1,0,0,0,0
40,40,1,5,1,1,0,0,0,1
45,60,1,24,0,1,0,0,0,0
60,40,1,13,1,1,0,0,0,1
40,50,1,22,0,1,0,0,0,0
95,60,2,11,1,0,1,0,0,1
50,60,1,28,1,1,0,0,0,1
0,100,1,1,0,1,0,0,0,0
70,30,1,13,1,1,0,0,0,1
30,85,1,28,0,1,0,0,0,0
0,40,1,16,0,1,0,0,0,0
85,0,1,12,1,1,0,0,0,1
0,100,3,1,0,0,0,1,0,0
15,60,1,25,1,1,0,0,0,0
100,0,2,15,1,0,1,0,0,1
50,50,1,17,0,1,0,0,0,1
30,70,1,18,1,1,0,0,0,0
25,0,3,15,0,0,0,1,0,1
0,73,1,27,0,1,0,0,0,0
35,67,1,22,0,1,0,0,0,0
70,50,1,19,1,1,0,0,0,1
60,0,1,1,0,1,0,0,0,1
50,50,1,1,1,1,0,0,0,0
60,50,2,9,0,0,1,0,0,1
60,100,1,2,0,1,0,0,0,0
70,15,3,14,0,0,0,1,0,1
0,0,1,17,0,1,0,0,0,0
50,0,1,21,0,1,0,0,0,1
40,60,1,22,0,1,0,0,0,0
60,0,2,15,0,0,1,0,0,1
20,90,1,13,0,1,0,0,0,0
70,0,1,22,1,1,0,0,0,1
85,25,3,23,0,0,0,1,0,1
30,60,3,17,0,0,0,1,0,0
60,15,1,23,0,1,0,0,0,1
70,0,1,9,1,1,0,0,0,1
10,80,1,19,0,1,0,0,0,0
40,60,1,27,0,1,0,0,0,1
50,70,3,8,1,0,0,1,0,0
85,0,1,22,1,1,0,0,0,1
85,40,1,19,1,1,0,0,0,1
15,50,1,14,1,1,0,0,0,0
30,70,1,19,0,1,0,0,0,0
60,15,1,21,1,1,0,0,0,1
40,15,1,14,1,1,0,0,0,0
70,30,1,17,0,1,0,0,0,1
5,85,1,25,1,1,0,0,0,0
60,59,2,17,0,0,1,0,0,1
70,70,4,23,0,0,0,0,1,1
10,70,1,26,1,1,0,0,0,0
0,100,1,16,1,1,0,0,0,0
99,5,2,5,1,0,1,0,0,1
30,70,1,11,1,1,0,0,0,0
85,50,1,7,1,1,0,0,0,1
15,60,1,9,1,1,0,0,0,0
0,85,1,22,0,1,0,0,0,0
95,0,1,1,1,1,0,0,0,1
40,90,4,25,1,0,0,0,1,0
60,40,2,14,0,0,1,0,0,1
15,70,1,16,1,1,0,0,0,0
50,70,1,12,1,1,0,0,0,0
15,78,1,19,0,1,0,0,0,0
20,80,1,14,1,1,0,0,0,0
50,45,2,25,0,0,1,0,0,1
40,50,1,1,0,1,0,0,0,0
60,60,2,11,1,0,1,0,0,1
0,50,1,5,0,1,0,0,0,0
30,90,1,19,0,1,0,0,0,0
40,58,1,23,0,1,0,0,0,0
10,75,1,1,0,1,0,0,0,0
80,40,1,1,1,1,0,0,0,1
30,40,1,1,0,1,0,0,0,0
100,0,3,10,1,0,0,1,0,1
65,15,1,21,0,1,0,0,0,1
15,70,1,21,1,1,0,0,0,0
0,100,1,5,1,1,0,0,0,0
70,30,3,17,0,0,0,1,0,1
70,35,1,20,1,1,0,0,0,1
85,15,1,15,0,1,0,0,0,1
15,75,3,16,0,0,0,1,0,0
70,15,1,24,1,1,0,0,0,1
90,14,2,22,0,0,1,0,0,1
70,0,1,1,1,1,0,0,0,1
70,30,1,24,1,1,0,0,0,0
70,30,1,2,1,1,0,0,0,1
60,30,1,17,1,1,0,0,0,1
40,51,1,1,0,1,0,0,0,0
100,30,1,1,1,1,0,0,0,1
80,5,1,9,0,1,0,0,0,1
70,15,1,2,0,1,0,0,0,1
50,85,1,15,1,1,0,0,0,0
50,25,2,25,0,0,1,0,0,1
5,95,1,28,1,1,0,0,0,0
40,60,1,25,0,1,0,0,0,0
0,100,1,8,1,1,0,0,0,0
35,40,4,15,0,0,0,0,1,0
70,0,1,27,1,1,0,0,0,1
85,50,1,20,1,1,0,0,0,1
30,30,1,7,1,1,0,0,0,1
75,0,1,23,0,1,0,0,0,1
85,40,4,1,1,0,0,0,1,1
10,85,1,1,1,1,0,0,0,0
85,15,2,12,0,0,1,0,0,1
100,50,2,1,0,0,1,0,0,1
0,85,3,23,1,0,0,1,0,0
15,85,1,6,1,1,0,0,0,0
30,60,1,14,0,1,0,0,0,0
0,60,1,26,0,1,0,0,0,0
10,90,1,17,1,1,0,0,0,0
60,60,1,18,0,1,0,0,0,0
70,25,1,1,1,1,0,0,0,1
35,65,1,23,0,1,0,0,0,0
42,30,1,27,0,1,0,0,0,1
40,60,1,6,1,1,0,0,0,0
70,0,2,16,1,0,1,0,0,1
0,85,1,18,0,1,0,0,0,0
60,0,1,13,1,1,0,0,0,1
70,10,1,12,0,1,0,0,0,1
15,70,1,17,0,1,0,0,0,0
0,60,1,27,0,1,0,0,0,0
15,60,1,9,1,1,0,0,0,0
60,0,1,24,0,1,0,0,0,1
40,50,1,7,0,1,0,0,0,0
50,50,1,14,1,1,0,0,0,1
60,0,1,17,1,1,0,0,0,1
85,15,1,6,0,1,0,0,0,1
50,60,1,10,0,1,0,0,0,0
15,70,1,11,0,1,0,0,0,0
30,70,3,26,0,0,0,1,0,0
40,3,2,18,0,0,1,0,0,1
52,40,1,1,1,1,0,0,0,1
40,70,4,18,1,0,0,0,1,0
15,85,1,9,1,1,0,0,0,0
85,15,2,2,1,0,1,0,0,1
70,60,1,16,1,1,0,0,0,1
85,50,2,13,1,0,1,0,0,1
50,70,1,22,0,1,0,0,0,0
15,67,1,21,0,1,0,0,0,0
50,70,4,1,0,0,0,0,1,0
60,40,1,11,0,1,0,0,0,1
70,0,2,25,1,0,1,0,0,1
50,15,4,2,0,0,0,0,1,1
15,85,1,17,1,1,0,0,0,0
0,85,1,27,0,1,0,0,0,0
85,40,2,12,1,0,1,0,0,1
85,15,2,3,0,0,1,0,0,1
0,85,1,17,1,1,0,0,0,0
60,15,1,24,0,1,0,0,0,1
60,15,1,27,0,1,0,0,0,1
10,85,1,21,0,1,0,0,0,0
60,50,1,13,0,1,0,0,0,0
0,60,1,23,0,1,0,0,0,0
0,50,1,14,1,1,0,0,0,0
41,72,1,27,1,1,0,0,0,0
15,60,1,15,1,1,0,0,0,0
20,5,1,28,0,1,0,0,0,1
85,15,1,25,0,1,0,0,0,1
0,70,1,18,1,1,0,0,0,0
40,55,1,23,0,1,0,0,0,0
70,0,3,1,1,0,0,1,0,1
0,100,1,26,1,1,0,0,0,0
85,0,3,21,1,0,0,1,0,1
10,85,1,22,0,1,0,0,0,0
40,60,1,24,0,1,0,0,0,0
0,87,1,23,0,1,0,0,0,0
40,60,1,25,0,1,0,0,0,0
60,30,1,25,0,1,0,0,0,1
15,0,1,25,0,1,0,0,0,1
0,100,1,17,0,1,0,0,0,0
55,90,1,17,1,1,0,0,0,0
60,20,1,12,0,1,0,0,0,1
85,15,1,22,1,1,0,0,0,1
60,30,2,11,1,0,1,0,0,1
0,60,1,22,1,1,0,0,0,0
15,70,1,14,1,1,0,0,0,0
30,50,1,5,0,1,0,0,0,0
0,55,1,11,1,1,0,0,0,0
50,50,1,1,1,1,0,0,0,1
30,70,1,23,0,1,0,0,0,0
70,0,1,27,1,1,0,0,0,1
70,15,1,20,0,1,0,0,0,1
100,15,2,2,1,0,1,0,0,1
0,85,1,21,0,1,0,0,0,0
15,60,1,9,0,1,0,0,0,1
0,90,1,27,0,1,0,0,0,0
15,70,1,20,1,1,0,0,0,0
70,40,2,15,1,0,1,0,0,1
30,70,1,16,0,1,0,0,0,0
30,80,1,5,1,1,0,0,0,0
40,60,1,27,1,1,0,0,0,0
0,75,1,15,1,1,0,0,0,0
70,30,2,13,0,0,1,0,0,1
30,70,1,10,1,1,0,0,0,0
100,0,2,1,0,0,1,0,0,1
15,85,1,23,0,1,0,0,0,0
50,50,1,15,1,1,0,0,0,0
75,0,1,27,0,1,0,0,0,1
20,75,1,21,0,1,0,0,0,0
0,100,1,13,1,1,0,0,0,0
15,60,1,17,1,1,0,0,0,0
50,85,1,4,0,1,0,0,0,0
70,40,1,6,1,1,0,0,0,1
70,0,1,27,0,1,0,0,0,1
50,50,1,12,0,1,0,0,0,0
60,0,2,15,1,0,1,0,0,1
60,50,3,16,0,0,0,1,0,0
40,60,1,19,0,1,0,0,0,0
70,30,2,5,1,0,1,0,0,1
60,60,2,1,1,0,1,0,0,1
60,70,1,12,1,1,0,0,0,0
15,75,1,25,0,1,0,0,0,0
85,15,2,18,1,0,1,0,0,1
70,30,1,7,0,1,0,0,0,1
70,30,1,4,1,1,0,0,0,1
85,0,1,21,1,1,0,0,0,1
80,20,1,13,1,1,0,0,0,1
15,60,1,28,0,1,0,0,0,0
70,50,1,10,0,1,0,0,0,1
50,50,1,10,1,1,0,0,0,1
15,85,1,14,1,1,0,0,0,0
100,30,2,1,0,0,1,0,0,1
65,50,4,21,1,0,0,0,1,1
85,0,2,9,0,0,1,0,0,1
0,55,1,21,0,1,0,0,0,0
3,50,1,25,0,1,0,0,0,0
0,85,3,20,0,0,0,1,0,0
5,85,1,26,0,1,0,0,0,0
50,15,1,25,1,1,0,0,0,1
99,15,2,23,0,0,1,0,0,1
35,70,1,18,1,1,0,0,0,0
60,0,1,22,1,1,0,0,0,1
30,70,1,13,1,1,0,0,0,0
0,80,1,21,1,1,0,0,0,0
60,15,1,26,0,1,0,0,0,1
33,64,1,20,0,1,0,0,0,0
15,85,1,8,1,1,0,0,0,0
40,60,1,23,1,1,0,0,0,0
70,0,1,16,0,1,0,0,0,1
40,40,1,25,0,1,0,0,0,0
15,60,1,11,0,1,0,0,0,0
60,60,1,20,0,1,0,0,0,0
70,45,2,23,0,0,1,0,0,1
20,70,1,17,0,1,0,0,0,0
55,40,1,22,0,1,0,0,0,1
100,0,2,22,1,0,1,0,0,1
40,70,1,12,1,1,0,0,0,0
100,0,2,20,1,0,1,0,0,1
85,40,2,11,1,0,1,0,0,1
70,15,3,9,1,0,0,1,0,1
85,5,1,27,1,1,0,0,0,1
100,15,2,26,0,0,1,0,0,1
5,1,1,9,0,1,0,0,0,0
30,30,1,12,0,1,0,0,0,0
100,0,2,7,1,0,1,0,0,1
87,55,1,17,0,1,0,0,0,1
70,70,3,12,1,0,0,1,0,0
60,30,1,15,1,1,0,0,0,1
0,70,1,6,1,1,0,0,0,0
25,60,1,1,0,1,0,0,0,0
85,0,4,2,1,0,0,0,1,1
15,85,1,27,0,1,0,0,0,0
30,85,1,24,0,1,0,0,0,0
60,0,1,12,0,1,0,0,0,1
100,0,3,18,0,0,0,1,0,1
99,10,3,16,0,0,0,1,0,1
50,50,1,23,1,1,0,0,0,0
76,56,1,1,0,1,0,0,0,1
40,60,1,24,1,1,0,0,0,0
30,70,1,17,0,1,0,0,0,0
70,30,3,2,0,0,0,1,0,1
60,50,1,15,1,1,0,0,0,1
15,70,1,16,1,1,0,0,0,0
72,15,1,25,1,1,0,0,0,1
30,70,1,11,0,1,0,0,0,0
40,40,2,22,0,0,1,0,0,1
40,40,1,24,1,1,0,0,0,0
0,50,1,21,1,1,0,0,0,0
50,50,1,5,1,1,0,0,0,0
30,70,1,11,1,1,0,0,0,0
79,22,2,27,0,0,1,0,0,1
70,30,2,20,1,0,1,0,0,1
85,30,1,5,1,1,0,0,0,1
70,20,1,26,0,1,0,0,0,1
65,35,1,26,1,1,0,0,0,1
50,70,3,16,1,0,0,1,0,0
30,95,1,20,0,1,0,0,0,0
40,60,1,28,1,1,0,0,0,0
0,85,1,6,1,1,0,0,0,0
70,15,1,26,0,1,0,0,0,1
63,39,1,5,1,1,0,0,0,1
85,15,1,12,1,1,0,0,0,1
0,70,1,8,1,1,0,0,0,0
30,60,1,21,0,1,0,0,0,0
0,100,4,19,0,0,0,0,1,0
0,70,2,23,1,0,1,0,0,0
30,60,1,11,0,1,0,0,0,0
15,60,4,16,0,0,0,0,1,0
50,50,2,18,1,0,1,0,0,1
40,15,1,25,1,1,0,0,0,1
60,30,1,28,0,1,0,0,0,1
50,30,1,25,1,1,0,0,0,1
85,30,1,9,0,1,0,0,0,1
70,30,1,15,1,1,0,0,0,1
60,0,1,15,0,1,0,0,0,1
70,15,1,24,1,1,0,0,0,1
65,0,1,16,0,1,0,0,0,1
50,50,1,12,0,1,0,0,0,0
40,40,1,18,1,1,0,0,0,0
70,15,1,16,0,1,0,0,0,1
60,0,1,24,0,1,0,0,0,1
40,15,1,17,0,1,0,0,0,1
60,60,2,27,0,0,1,0,0,1
70,30,1,24,0,1,0,0,0,1
50,60,3,17,0,0,0,1,0,0
70,30,1,19,1,1,0,0,0,1
1,85,1,20,0,1,0,0,0,0
40,70,1,9,1,1,0,0,0,0
100,30,2,20,1,0,1,0,0,1
100,50,2,2,1,0,1,0,0,1
80,40,2,15,0,0,1,0,0,1
60,40,1,11,1,1,0,0,0,1
5,10,1,18,0,1,0,0,0,0
30,70,1,15,1,1,0,0,0,0
30,65,1,24,0,1,0,0,0,0
85,30,2,1,0,0,1,0,0,1
20,90,1,15,0,1,0,0,0,0
40,45,1,13,0,1,0,0,0,0
30,0,2,1,0,0,1,0,0,1
70,40,3,13,0,0,0,1,0,1
85,30,3,3,1,0,0,1,0,1
70,30,1,7,0,1,0,0,0,1
40,40,1,1,0,1,0,0,0,0
0,30,1,14,0,1,0,0,0,0
100,15,3,2,0,0,0,1,0,1
50,60,1,13,0,1,0,0,0,0
35,50,1,23,0,1,0,0,0,0
15,100,4,1,1,0,0,0,1,0
15,85,1,10,0,1,0,0,0,0
70,0,2,14,0,0,1,0,0,1
70,50,4,1,1,0,0,0,1,1
85,15,2,1,1,0,1,0,0,1
30,70,1,15,0,1,0,0,0,0
0,100,1,11,0,1,0,0,0,0
100,0,2,4,1,0,1,0,0,1
40,85,1,20,1,1,0,0,0,0
30,100,1,3,1,1,0,0,0,0
75,20,1,25,1,1,0,0,0,1
30,30,4,19,1,0,0,0,1,0
25,75,1,25,0,1,0,0,0,0
60,85,1,1,1,1,0,0,0,0
85,15,1,25,1,1,0,0,0,1
15,85,1,1,1,1,0,0,0,0
60,65,1,11,1,1,0,0,0,1
0,85,1,14,1,1,0,0,0,0
40,60,1,12,1,1,0,0,0,0
85,15,2,10,1,0,1,0,0,1
75,10,1,25,0,1,0,0,0,1
50,10,1,25,1,1,0,0,0,1
30,15,1,22,1,1,0,0,0,0
60,15,1,21,0,1,0,0,0,1
85,60,2,19,1,0,1,0,0,1
50,30,1,15,1,1,0,0,0,1
0,100,1,16,1,1,0,0,0,0
0,85,1,22,0,1,0,0,0,0
60,15,1,24,1,1,0,0,0,1
15,60,1,15,1,1,0,0,0,0
0,95,1,22,1,1,0,0,0,0
30,70,1,12,1,1,0,0,0,0
0,60,1,16,0,1,0,0,0,0
80,65,3,17,0,0,0,1,0,1
60,40,1,14,0,1,0,0,0,1
100,0,2,7,1,0,1,0,0,1
85,50,1,11,1,1,0,0,0,1
15,90,1,15,1,1,0,0,0,0
40,20,2,27,1,0,1,0,0,1
30,30,2,18,0,0,1,0,0,1
40,40,1,14,1,1,0,0,0,0
98,0,2,5,1,0,1,0,0,1
20,60,1,27,0,1,0,0,0,0
75,15,1,17,1,1,0,0,0,1
80,0,2,25,1,0,1,0,0,1
40,60,1,1,1,1,0,0,0,0
50,50,1,8,1,1,0,0,0,0
100,0,2,6,0,0,1,0,0,1
75,15,1,26,1,1,0,0,0,1
40,60,1,6,1,1,0,0,0,0
15,60,1,26,0,1,0,0,0,0
40,70,1,14,0,1,0,0,0,0
60,0,1,7,0,1,0,0,0,1
15,60,1,1,0,1,0,0,0,0
70,0,1,11,1,1,0,0,0,1
85,15,1,20,0,1,0,0,0,1
100,0,2,1,0,0,1,0,0,1
80,20,2,12,0,0,1,0,0,1
70,0,1,23,0,1,0,0,0,1
50,85,3,24,1,0,0,1,0,0
50,25,4,24,0,0,0,0,1,1
70,60,2,21,0,0,1,0,0,1
15,70,1,15,1,1,0,0,0,0
30,50,1,24,0,1,0,0,0,0
30,60,1,2,1,1,0,0,0,0
100,70,3,4,0,0,0,1,0,1
5,55,4,12,0,0,0,0,1,0
40,50,2,16,0,0,1,0,0,1
50,50,1,7,0,1,0,0,0,0
75,50,2,12,1,0,1,0,0,1
60,50,3,15,0,0,0,1,0,1
50,20,1,25,0,1,0,0,0,1
60,40,3,22,0,0,0,1,0,1
75,5,1,24,0,1,0,0,0,1
85,70,3,22,1,0,0,1,0,1
85,0,2,28,0,0,1,0,0,1
10,70,1,15,0,1,0,0,0,0
50,50,1,1,0,1,0,0,0,1
60,40,2,11,1,0,1,0,0,1
70,10,1,12,0,1,0,0,0,1
0,70,1,21,1,1,0,0,0,0
50,30,1,20,1,1,0,0,0,1
100,30,1,11,1,1,0,0,0,1
15,70,1,26,1,1,0,0,0,0
50,50,1,16,0,1,0,0,0,1
40,60,1,1,1,1,0,0,0,0
0,0,1,22,0,1,0,0,0,1
10,0,1,4,1,1,0,0,0,1
15,30,1,22,1,1,0,0,0,0
0,25,1,21,0,1,0,0,0,0
15,70,1,1,0,1,0,0,0,0
85,0,1,19,1,1,0,0,0,1
10,75,1,9,0,1,0,0,0,0
65,30,1,28,0,1,0,0,0,1
15,40,1,11,0,1,0,0,0,0
60,30,1,17,0,1,0,0,0,1
0,50,4,18,0,0,0,0,1,0
60,15,1,4,1,1,0,0,0,1
60,70,1,10,1,1,0,0,0,0
70,0,2,18,1,0,1,0,0,1
60,40,1,1,1,1,0,0,0,0
100,30,1,27,1,1,0,0,0,1
0,60,1,24,0,1,0,0,0,0
15,70,1,12,0,1,0,0,0,0
60,70,1,7,1,1,0,0,0,0
0,70,1,25,0,1,0,0,0,0
0,40,1,12,1,1,0,0,0,0
40,70,1,19,0,1,0,0,0,0
75,0,1,22,0,1,0,0,0,1
30,0,1,22,1,1,0,0,0,1
40,85,1,25,1,1,0,0,0,0
40,70,1,16,1,1,0,0,0,0
70,10,1,20,0,1,0,0,0,1
50,70,1,15,0,1,0,0,0,0
85,15,2,16,1,0,1,0,0,1
85,0,3,23,0,0,0,1,0,1
85,80,2,5,0,0,1,0,0,1
0,60,1,13,0,1,0,0,0,0
0,50,1,1,0,1,0,0,0,0
40,30,1,24,0,1,0,0,0,0
60,30,1,1,1,1,0,0,0,1
60,35,1,20,0,1,0,0,0,1
30,40,3,17,0,0,0,1,0,0
80,15,3,15,1,0,0,1,0,1
10,75,1,21,0,1,0,0,0,0
100,0,3,20,0,0,0,1,0,1
85,50,1,1,1,1,0,0,0,1
0,30,1,13,0,1,0,0,0,0
100,0,2,1,0,0,1,0,0,1
5,60,1,9,0,1,0,0,0,0
30,15,4,20,0,0,0,0,1,1
85,30,2,1,1,0,1,0,0,1
50,50,3,13,0,0,0,1,0,0
50,50,3,16,0,0,0,1,0,0
10,60,1,14,0,1,0,0,0,0
90,0,3,19,1,0,0,1,0,1
70,0,2,3,0,0,1,0,0,1
50,50,1,15,0,1,0,0,0,1
40,50,1,21,0,1,0,0,0,0
50,85,3,1,0,0,0,1,0,0
85,15,2,26,0,0,1,0,0,1
0,70,4,16,0,0,0,0,1,0
70,30,2,6,1,0,1,0,0,1
70,15,2,24,0,0,1,0,0,1
