"ft_dem","ft_rep","race","income","sex","white","black","hispanic","other","vote_obama"
15,60,1,1,0,1,0,0,0,0
85,15,1,23,0,1,0,0,0,1
45,40,3,5,0,0,0,1,0,1
85,0,2,2,1,0,1,0,0,1
85,30,2,3,1,0,1,0,0,1
70,40,1,1,1,1,0,0,0,1
90,0,1,26,1,1,0,0,0,1
30,85,1,19,1,1,0,0,0,0
100,0,2,10,0,0,1,0,0,1
70,40,1,9,1,1,0,0,0,1
100,0,2,22,1,0,1,0,0,1
70,50,4,20,1,0,0,0,1,1
100,0,3,23,1,0,0,1,0,1
40,40,3,1,0,0,0,1,0,1
85,0,3,9,1,0,0,1,0,1
100,60,1,1,0,1,0,0,0,1
90,0,1,9,1,1,0,0,0,1
100,0,2,11,1,0,1,0,0,1
80,70,3,26,1,0,0,1,0,0
50,60,4,22,1,0,0,0,1,1
15,85,1,8,0,1,0,0,0,0
70,40,3,13,0,0,0,1,0,1
15,70,1,23,1,1,0,0,0,0
60,15,1,21,0,1,0,0,0,1
15,70,1,18,0,1,0,0,0,0
40,85,1,20,0,1,0,0,0,0
55,0,1,6,0,1,0,0,0,1
90,0,1,7,0,1,0,0,0,1
40,60,1,24,0,1,0,0,0,0
60,30,1,9,0,1,0,0,0,1
85,20,1,22,1,1,0,0,0,1
70,35,1,16,0,1,0,0,0,1
0,70,1,21,0,1,0,0,0,0
50,50,1,19,1,1,0,0,0,0
30,70,1,18,0,1,0,0,0,0
70,30,3,12,1,0,0,1,0,1
50,85,1,7,0,1,0,0,0,0
50,50,1,7,1,1,0,0,0,1
50,50,1,19,1,1,0,0,0,0
75,25,1,16,0,1,0,0,0,1
15,60,1,20,0,1,0,0,0,0
85,50,1,17,0,1,0,0,0,1
30,70,1,15,1,1,0,0,0,0
60,60,1,13,0,1,0,0,0,0
50,75,1,14,0,1,0,0,0,0
40,70,1,12,1,1,0,0,0,0
85,0,1,25,1,1,0,0,0,1
0,5,1,20,0,1,0,0,0,0
60,40,2,21,0,0,1,0,0,1
85,0,1,21,1,1,0,0,0,1
50,50,1,1,1,1,0,0,0,1
75,0,2,12,0,0,1,0,0,1
40,30,1,12,1,1,0,0,0,0
50,50,4,12,1,0,0,0,1,0
90,30,2,11,0,0,1,0,0,1
40,70,1,21,0,1,0,0,0,0
20,20,1,25,1,1,0,0,0,1
30,85,3,14,1,0,0,1,0,0
70,15,1,12,0,1,0,0,0,1
60,30,1,21,1,1,0,0,0,1
30,70,3,15,1,0,0,1,0,0
50,0,1,15,0,1,0,0,0,1
40,70,1,11,1,1,0,0,0,0
60,60,1,15,0,1,0,0,0,1
25,80,1,24,0,1,0,0,0,0
50,50,1,12,0,1,0,0,0,0
85,15,4,26,0,0,0,0,1,1
60,30,4,25,0,0,0,0,1,1
40,85,1,13,1,1,0,0,0,0
40,85,1,19,0,1,0,0,0,0
85,50,1,22,1,1,0,0,0,0
70,70,1,22,0,1,0,0,0,1
50,15,1,13,1,1,0,0,0,1
0,60,1,13,0,1,0,0,0,0
75,0,1,9,0,1,0,0,0,1
35,32,1,18,0,1,0,0,0,0
40,50,1,25,0,1,0,0,0,0
60,0,1,26,0,1,0,0,0,1
75,30,2,2,1,0,1,0,0,1
50,60,1,20,1,1,0,0,0,1
50,50,3,14,0,0,0,1,0,1
0,90,4,24,1,0,0,0,1,0
60,40,1,12,1,1,0,0,0,1
70,15,3,1,0,0,0,1,0,1
0,100,3,1,0,0,0,1,0,0
30,70,1,13,1,1,0,0,0,0
70,0,2,12,1,0,1,0,0,1
70,0,2,10,1,0,1,0,0,1
70,15,1,12,1,1,0,0,0,1
70,0,1,2,1,1,0,0,0,1
15,60,4,18,0,0,0,0,1,0
85,30,1,25,1,1,0,0,0,1
70,65,1,27,1,1,0,0,0,0
70,60,1,5,1,1,0,0,0,0
15,70,1,20,0,1,0,0,0,0
50,70,1,14,1,1,0,0,0,0
100,15,2,20,0,0,1,0,0,1
85,40,1,1,1,1,0,0,0,1
25,60,1,21,0,1,0,0,0,0
60,40,2,2,1,0,1,0,0,1
80,40,1,16,0,1,0,0,0,1
55,15,1,3,1,1,0,0,0,1
40,60,1,27,1,1,0,0,0,0
20,100,1,1,1,1,0,0,0,0
15,70,1,13,0,1,0,0,0,0
50,30,1,25,0,1,0,0,0,1
85,0,1,26,1,1,0,0,0,1
70,30,4,27,1,0,0,0,1,1
85,0,2,9,0,0,1,0,0,1
40,60,1,24,0,1,0,0,0,0
50,50,1,24,0,1,0,0,0,1
60,40,2,12,0,0,1,0,0,1
0,100,1,16,0,1,0,0,0,0
50,60,3,22,0,0,0,1,0,0
0,50,1,14,1,1,0,0,0,0
60,40,1,20,1,1,0,0,0,1
40,60,1,24,0,1,0,0,0,0
90,0,1,25,1,1,0,0,0,1
30,100,1,6,1,1,0,0,0,0
40,85,1,23,1,1,0,0,0,0
40,70,1,26,1,1,0,0,0,0
100,50,2,6,1,0,1,0,0,1
0,60,1,2,0,1,0,0,0,0
95,5,1,15,0,1,0,0,0,1
70,40,1,21,1,1,0,0,0,1
0,60,1,1,1,1,0,0,0,0
60,0,3,20,1,0,0,1,0,1
70,15,1,22,0,1,0,0,0,1
30,25,1,12,0,1,0,0,0,1
100,50,3,9,0,0,0,1,0,1
80,30,4,28,1,0,0,0,1,1
70,15,1,23,0,1,0,0,0,1
15,60,1,24,1,1,0,0,0,0
60,15,2,14,1,0,1,0,0,1
85,70,2,3,1,0,1,0,0,1
15,60,1,11,0,1,0,0,0,0
40,60,1,5,1,1,0,0,0,0
15,60,1,25,0,1,0,0,0,0
15,60,1,3,0,1,0,0,0,0
25,60,1,18,0,1,0,0,0,0
0,0,1,20,0,1,0,0,0,1
100,50,3,4,1,0,0,1,0,1
0,85,1,17,1,1,0,0,0,0
30,85,1,23,0,1,0,0,0,0
65,50,1,1,0,1,0,0,0,0
70,50,2,5,0,0,1,0,0,1
40,65,1,14,1,1,0,0,0,0
50,50,1,4,1,1,0,0,0,0
100,0,3,1,0,0,0,1,0,1
15,70,1,17,0,1,0,0,0,0
100,0,2,1,1,0,1,0,0,1
30,80,1,13,0,1,0,0,0,0
15,70,1,22,1,1,0,0,0,0
45,60,1,12,0,1,0,0,0,1
0,75,1,24,1,1,0,0,0,0
65,60,1,20,0,1,0,0,0,0
50,50,1,21,0,1,0,0,0,0
0,55,4,19,0,0,0,0,1,0
30,60,1,24,1,1,0,0,0,0
60,50,1,2,1,1,0,0,0,1
40,15,1,18,0,1,0,0,0,1
67,0,1,25,0,1,0,0,0,1
60,50,3,21,0,0,0,1,0,1
15,85,1,13,0,1,0,0,0,0
100,0,2,12,1,0,1,0,0,1
85,0,2,11,0,0,1,0,0,1
15,70,1,24,0,1,0,0,0,0
30,45,1,17,0,1,0,0,0,0
60,20,1,25,1,1,0,0,0,1
60,35,1,9,1,1,0,0,0,1
100,15,2,13,0,0,1,0,0,1
50,70,1,14,1,1,0,0,0,0
30,50,1,22,0,1,0,0,0,0
30,50,1,13,0,1,0,0,0,0
100,15,2,7,1,0,1,0,0,1
70,10,1,27,0,1,0,0,0,1
70,30,1,6,0,1,0,0,0,1
100,50,3,13,0,0,0,1,0,1
60,50,1,11,1,1,0,0,0,1
25,60,1,27,1,1,0,0,0,0
60,0,1,22,1,1,0,0,0,1
40,50,1,1,0,1,0,0,0,0
0,30,1,10,0,1,0,0,0,0
30,85,3,26,1,0,0,1,0,0
75,10,1,8,0,1,0,0,0,1
40,40,1,27,0,1,0,0,0,0
60,70,1,16,1,1,0,0,0,0
50,50,3,15,1,0,0,1,0,0
2,2,3,3,1,0,0,1,0,1
85,60,3,21,0,0,0,1,0,1
40,60,1,20,0,1,0,0,0,0
50,70,1,23,1,1,0,0,0,0
85,60,1,24,0,1,0,0,0,1
70,50,1,26,1,1,0,0,0,1
50,40,1,15,1,1,0,0,0,0
60,50,1,24,0,1,0,0,0,1
70,0,1,17,0,1,0,0,0,1
15,85,1,21,1,1,0,0,0,0
85,30,1,10,1,1,0,0,0,1
92,28,3,8,0,0,0,1,0,1
100,0,3,8,0,0,0,1,0,1
50,85,1,4,1,1,0,0,0,0
70,0,1,24,1,1,0,0,0,1
70,40,1,14,1,1,0,0,0,1
0,70,1,6,0,1,0,0,0,0
55,40,2,26,0,0,1,0,0,1
70,15,2,27,0,0,1,0,0,1
15,70,1,9,1,1,0,0,0,0
30,40,1,9,0,1,0,0,0,0
50,50,1,20,0,1,0,0,0,0
70,60,2,1,1,0,1,0,0,1
15,85,1,3,0,1,0,0,0,0
50,50,1,14,1,1,0,0,0,0
70,15,1,11,1,1,0,0,0,1
100,0,3,21,1,0,0,1,0,1
60,50,1,24,1,1,0,0,0,1
100,0,1,9,1,1,0,0,0,1
100,5,1,1,1,1,0,0,0,1
15,70,4,23,0,0,0,0,1,0
80,0,1,6,1,1,0,0,0,1
40,60,1,23,0,1,0,0,0,0
100,0,2,14,1,0,1,0,0,1
40,65,1,28,1,1,0,0,0,0
100,0,3,12,0,0,0,1,0,1
0,90,1,27,1,1,0,0,0,0
70,1,1,17,0,1,0,0,0,1
90,30,1,17,1,1,0,0,0,1
40,40,1,1,0,1,0,0,0,0
40,70,1,12,1,1,0,0,0,0
40,60,1,21,1,1,0,0,0,0
50,40,1,8,1,1,0,0,0,1
30,60,1,11,0,1,0,0,0,0
0,100,1,20,0,1,0,0,0,0
7,90,1,3,1,1,0,0,0,0
70,40,2,1,1,0,1,0,0,1
70,0,3,9,1,0,0,1,0,1
100,0,2,7,1,0,1,0,0,1
70,15,1,27,0,1,0,0,0,1
85,0,3,21,1,0,0,1,0,1
50,50,1,25,1,1,0,0,0,1
0,80,1,12,1,1,0,0,0,0
60,0,1,18,0,1,0,0,0,1
0,85,1,14,0,1,0,0,0,0
100,0,1,7,0,1,0,0,0,1
85,50,2,14,0,0,1,0,0,1
0,80,1,22,1,1,0,0,0,0
70,15,1,22,0,1,0,0,0,1
60,30,1,16,0,1,0,0,0,1
70,50,3,19,1,0,0,1,0,1
70,0,1,20,1,1,0,0,0,1
80,0,4,2,1,0,0,0,1,1
90,0,1,19,0,1,0,0,0,1
85,0,1,1,1,1,0,0,0,1
70,50,1,1,1,1,0,0,0,1
60,15,1,4,1,1,0,0,0,1
80,30,3,28,0,0,0,1,0,1
100,0,2,3,0,0,1,0,0,1
60,60,1,21,0,1,0,0,0,1
15,85,1,11,0,1,0,0,0,0
0,90,1,9,1,1,0,0,0,0
85,30,1,15,0,1,0,0,0,1
85,15,1,26,1,1,0,0,0,1
70,40,1,22,1,1,0,0,0,1
85,0,1,21,1,1,0,0,0,1
15,100,1,18,1,1,0,0,0,0
40,60,1,1,1,1,0,0,0,0
30,70,1,11,0,1,0,0,0,0
50,40,1,17,0,1,0,0,0,1
-9,-9,1,21,1,1,0,0,0,0
50,50,1,13,1,1,0,0,0,0
60,70,3,1,1,0,0,1,0,0
15,70,1,20,0,1,0,0,0,0
50,40,1,5,1,1,0,0,0,1
100,0,2,11,1,0,1,0,0,1
30,30,1,27,0,1,0,0,0,0
60,0,1,20,1,1,0,0,0,1
20,50,1,14,0,1,0,0,0,0
40,70,1,17,1,1,0,0,0,0
85,0,1,1,0,1,0,0,0,1
0,90,1,21,0,1,0,0,0,0
40,15,4,11,0,0,0,0,1,1
65,41,3,20,0,0,0,1,0,1
0,100,1,14,1,1,0,0,0,0
85,40,1,10,1,1,0,0,0,1
15,100,1,1,1,1,0,0,0,0
10,5,1,24,0,1,0,0,0,1
60,0,1,21,0,1,0,0,0,1
100,15,1,5,1,1,0,0,0,1
50,60,1,9,0,1,0,0,0,0
60,50,1,7,1,1,0,0,0,1
70,15,3,25,0,0,0,1,0,1
100,60,3,5,0,0,0,1,0,1
30,85,1,10,1,1,0,0,0,0
50,50,1,11,0,1,0,0,0,0
0,60,3,14,0,0,0,1,0,0
40,60,1,9,1,1,0,0,0,0
100,0,3,19,1,0,0,1,0,1
60,60,2,13,1,0,1,0,0,1
80,30,3,22,0,0,0,1,0,1
100,50,2,8,1,0,1,0,0,1
70,30,1,27,1,1,0,0,0,1
40,60,1,19,0,1,0,0,0,0
100,0,3,12,1,0,0,1,0,1
60,40,4,10,1,0,0,0,1,1
15,60,1,27,0,1,0,0,0,0
100,40,3,28,1,0,0,1,0,1
70,40,1,4,0,1,0,0,0,1
60,15,1,23,1,1,0,0,0,1
50,30,1,1,0,1,0,0,0,1
85,70,3,1,0,0,0,1,0,1
0,0,1,6,1,1,0,0,0,1
85,30,3,20,0,0,0,1,0,1
100,40,2,16,1,0,1,0,0,1
85,0,4,26,1,0,0,0,1,0
70,0,1,24,1,1,0,0,0,1
40,60,1,23,1,1,0,0,0,0
80,35,1,26,0,1,0,0,0,1
40,85,4,5,1,0,0,0,1,0
0,50,1,3,0,1,0,0,0,1
85,30,2,7,0,0,1,0,0,1
100,0,3,1,1,0,0,1,0,1
100,15,2,12,1,0,1,0,0,1
15,15,4,25,0,0,0,0,1,0
60,30,1,23,1,1,0,0,0,1
30,85,1,24,0,1,0,0,0,0
50,45,1,17,0,1,0,0,0,0
10,85,1,24,0,1,0,0,0,0
60,60,1,6,0,1,0,0,0,0
15,85,1,21,0,1,0,0,0,0
100,0,2,1,0,0,1,0,0,1
85,50,2,21,0,0,1,0,0,1
85,0,1,26,0,1,0,0,0,1
30,70,1,20,0,1,0,0,0,0
40,70,1,13,1,1,0,0,0,0
30,100,1,25,1,1,0,0,0,0
40,85,1,21,0,1,0,0,0,0
100,0,2,6,0,0,1,0,0,1
85,30,1,17,0,1,0,0,0,1
0,80,3,17,1,0,0,1,0,0
15,85,1,1,1,1,0,0,0,0
80,0,1,24,1,1,0,0,0,1
40,60,1,5,1,1,0,0,0,0
15,60,1,24,0,1,0,0,0,0
60,15,1,23,1,1,0,0,0,1
50,30,1,13,1,1,0,0,0,1
70,0,2,5,1,0,1,0,0,1
70,15,2,18,1,0,1,0,0,1
75,15,4,4,1,0,0,0,1,1
15,50,1,12,0,1,0,0,0,0
30,60,1,9,1,1,0,0,0,0
50,100,3,11,0,0,0,1,0,0
50,50,1,3,1,1,0,0,0,1
70,0,2,21,0,0,1,0,0,1
30,80,1,26,0,1,0,0,0,0
40,50,4,11,0,0,0,0,1,0
85,30,1,11,1,1,0,0,0,1
30,70,1,22,0,1,0,0,0,0
60,70,1,23,0,1,0,0,0,1
60,50,1,25,1,1,0,0,0,0
15,70,1,20,0,1,0,0,0,0
60,70,3,23,0,0,0,1,0,0
0,100,1,14,0,1,0,0,0,0
1,60,1,2,0,1,0,0,0,0
70,50,3,17,0,0,0,1,0,0
30,70,1,25,1,1,0,0,0,0
15,70,4,13,1,0,0,0,1,0
50,50,3,3,0,0,0,1,0,1
100,0,3,21,0,0,0,1,0,1
70,60,3,14,1,0,0,1,0,1
60,40,1,12,1,1,0,0,0,0
30,60,1,9,1,1,0,0,0,0
40,95,1,11,1,1,0,0,0,0
85,40,2,11,0,0,1,0,0,1
40,60,1,15,1,1,0,0,0,0
100,0,3,16,0,0,0,1,0,1
60,60,1,16,1,1,0,0,0,0
60,25,1,18,1,1,0,0,0,1
90,0,4,15,1,0,0,0,1,1
70,15,4,18,1,0,0,0,1,1
100,15,3,15,0,0,0,1,0,1
0,100,1,7,0,1,0,0,0,0
15,70,1,14,0,1,0,0,0,0
15,100,1,22,1,1,0,0,0,0
70,40,3,15,0,0,0,1,0,1
70,30,1,18,0,1,0,0,0,1
0,70,1,28,1,1,0,0,0,0
15,60,1,9,1,1,0,0,0,0
0,70,1,15,0,1,0,0,0,0
12,62,4,22,1,0,0,0,1,0
15,70,1,22,1,1,0,0,0,0
100,50,2,5,1,0,1,0,0,1
50,50,4,16,1,0,0,0,1,1
50,45,1,25,1,1,0,0,0,1
70,30,1,24,0,1,0,0,0,1
50,30,2,6,0,0,1,0,0,1
70,40,1,26,1,1,0,0,0,1
15,50,1,24,0,1,0,0,0,0
15,60,2,19,0,0,1,0,0,0
0,40,1,1,0,1,0,0,0,0
60,0,1,21,1,1,0,0,0,1
85,30,1,12,0,1,0,0,0,1
85,15,2,18,0,0,1,0,0,1
60,0,2,3,0,0,1,0,0,0
40,60,1,12,0,1,0,0,0,0
85,0,2,22,1,0,1,0,0,1
60,15,1,15,0,1,0,0,0,1
60,30,1,18,1,1,0,0,0,1
50,0,2,3,0,0,1,0,0,1
0,95,1,22,0,1,0,0,0,0
15,0,1,1,0,1,0,0,0,1
77,0,3,1,1,0,0,1,0,1
95,0,2,12,1,0,1,0,0,1
60,20,1,24,1,1,0,0,0,1
60,15,1,27,1,1,0,0,0,1
35,75,1,1,0,1,0,0,0,0
100,40,3,5,0,0,0,1,0,1
15,85,1,22,1,1,0,0,0,0
40,60,1,2,0,1,0,0,0,1
40,90,1,19,1,1,0,0,0,0
15,15,4,23,0,0,0,0,1,1
85,15,2,24,1,0,1,0,0,1
40,65,1,28,1,1,0,0,0,0
50,60,1,2,1,1,0,0,0,0
40,50,1,26,0,1,0,0,0,0
40,50,1,24,0,1,0,0,0,0
85,30,3,4,0,0,0,1,0,1
0,85,1,12,1,1,0,0,0,0
50,0,1,28,1,1,0,0,0,1
0,30,4,25,0,0,0,0,1,0
40,85,1,9,1,1,0,0,0,0
5,4,4,2,0,0,0,0,1,1
100,0,3,1,0,0,0,1,0,1
70,15,3,12,1,0,0,1,0,1
100,0,2,19,0,0,1,0,0,1
60,60,1,14,0,1,0,0,0,1
75,40,1,25,1,1,0,0,0,1
60,40,1,23,1,1,0,0,0,1
70,50,3,1,1,0,0,1,0,1
30,15,2,1,0,0,1,0,0,1
50,70,1,14,1,1,0,0,0,0
70,85,1,19,1,1,0,0,0,0
90,0,2,9,1,0,1,0,0,1
0,49,1,15,0,1,0,0,0,0
85,30,2,5,1,0,1,0,0,1
80,40,2,22,0,0,1,0,0,1
15,85,1,5,0,1,0,0,0,0
85,40,3,12,1,0,0,1,0,1
50,30,1,16,1,1,0,0,0,1
50,30,1,1,1,1,0,0,0,1
0,85,1,11,1,1,0,0,0,0
70,15,1,1,1,1,0,0,0,1
0,50,1,15,0,1,0,0,0,0
60,30,1,25,1,1,0,0,0,1
60,30,1,1,1,1,0,0,0,1
85,20,4,12,1,0,0,0,1,1
15,70,4,15,1,0,0,0,1,0
70,85,2,11,1,0,1,0,0,1
100,0,4,1,1,0,0,0,1,1
70,40,1,3,1,1,0,0,0,1
50,50,1,1,0,1,0,0,0,0
15,60,1,15,1,1,0,0,0,0
50,50,1,5,0,1,0,0,0,1
45,45,3,28,0,0,0,1,0,1
0,60,1,1,0,1,0,0,0,0
0,85,1,20,1,1,0,0,0,0
50,85,3,9,1,0,0,1,0,0
70,50,1,11,1,1,0,0,0,0
100,0,2,28,1,0,1,0,0,1
25,45,1,15,0,1,0,0,0,0
50,50,4,1,0,0,0,0,1,1
0,85,1,9,1,1,0,0,0,0
100,0,2,9,0,0,1,0,0,1
100,0,1,18,0,1,0,0,0,1
30,40,3,17,1,0,0,1,0,0
40,70,1,20,1,1,0,0,0,0
70,0,1,4,1,1,0,0,0,1
85,0,1,17,1,1,0,0,0,1
90,0,1,24,1,1,0,0,0,1
40,60,1,20,0,1,0,0,0,1
30,60,1,20,1,1,0,0,0,0
90,0,1,22,1,1,0,0,0,1
60,40,3,13,1,0,0,1,0,1
40,60,4,7,0,0,0,0,1,0
0,0,1,18,1,1,0,0,0,0
40,85,1,21,0,1,0,0,0,0
100,15,2,18,1,0,1,0,0,1
15,85,1,21,1,1,0,0,0,0
65,85,3,20,0,0,0,1,0,0
85,0,2,11,1,0,1,0,0,1
5,95,1,14,0,1,0,0,0,0
6,1,1,27,0,1,0,0,0,1
70,50,1,9,1,1,0,0,0,0
0,15,1,22,1,1,0,0,0,0
70,15,1,21,1,1,0,0,0,1
60,0,1,9,0,1,0,0,0,0
50,85,1,16,0,1,0,0,0,0
100,0,3,13,0,0,0,1,0,1
0,100,1,17,0,1,0,0,0,0
60,70,4,14,0,0,0,0,1,0
3,4,1,12,1,1,0,0,0,0
15,85,1,12,0,1,0,0,0,0
70,40,2,17,0,0,1,0,0,1
0,100,3,10,1,0,0,1,0,0
60,40,1,4,0,1,0,0,0,1
70,50,1,7,0,1,0,0,0,1
85,80,1,4,0,1,0,0,0,1
70,30,1,23,0,1,0,0,0,1
15,60,1,21,0,1,0,0,0,0
80,30,1,24,0,1,0,0,0,1
0,80,1,1,0,1,0,0,0,0
45,90,1,21,0,1,0,0,0,0
15,30,1,3,1,1,0,0,0,0
100,0,1,1,1,1,0,0,0,1
45,52,1,1,0,1,0,0,0,0
85,0,2,7,1,0,1,0,0,1
85,50,2,8,1,0,1,0,0,1
100,0,2,1,1,0,1,0,0,1
70,25,1,16,1,1,0,0,0,1
100,13,2,1,1,0,1,0,0,1
30,60,1,20,1,1,0,0,0,0
95,5,1,11,0,1,0,0,0,1
85,15,3,24,0,0,0,1,0,1
70,0,4,19,0,0,0,0,1,1
100,0,2,1,1,0,1,0,0,1
30,50,1,24,1,1,0,0,0,0
40,50,1,17,0,1,0,0,0,0
50,50,1,14,1,1,0,0,0,0
90,0,1,18,1,1,0,0,0,1
60,40,1,26,1,1,0,0,0,1
50,0,1,22,0,1,0,0,0,1
15,70,1,10,1,1,0,0,0,0
50,50,1,10,0,1,0,0,0,0
40,70,1,25,1,1,0,0,0,0
50,60,1,11,1,1,0,0,0,0
35,65,4,18,1,0,0,0,1,0
65,60,4,21,0,0,0,0,1,1
70,15,1,10,0,1,0,0,0,1
70,50,1,23,1,1,0,0,0,1
70,15,2,27,1,0,1,0,0,1
100,0,1,15,0,1,0,0,0,1
30,85,1,11,0,1,0,0,0,0
70,30,2,5,1,0,1,0,0,1
80,30,1,12,0,1,0,0,0,1
100,0,3,13,1,0,0,1,0,1
100,0,2,19,1,0,1,0,0,1
10,70,1,12,1,1,0,0,0,0
50,70,1,12,0,1,0,0,0,0
100,15,1,23,1,1,0,0,0,1
70,15,3,6,1,0,0,1,0,1
85,60,4,1,0,0,0,0,1,1
85,50,3,1,1,0,0,1,0,1
85,15,2,13,0,0,1,0,0,1
40,60,1,13,1,1,0,0,0,0
60,85,1,11,1,1,0,0,0,0
50,60,3,10,0,0,0,1,0,0
10,88,1,25,0,1,0,0,0,0
50,15,1,15,0,1,0,0,0,1
100,0,1,19,0,1,0,0,0,1
30,40,1,15,1,1,0,0,0,0
100,60,3,13,1,0,0,1,0,1
100,15,1,12,0,1,0,0,0,1
100,0,1,26,1,1,0,0,0,1
60,0,1,21,1,1,0,0,0,1
85,70,4,26,1,0,0,0,1,0
15,70,1,7,0,1,0,0,0,0
5,70,1,25,0,1,0,0,0,0
40,60,1,16,1,1,0,0,0,0
-9,-9,1,23,1,1,0,0,0,1
60,0,4,21,1,0,0,0,1,1
50,50,1,15,0,1,0,0,0,0
15,15,2,13,1,0,1,0,0,1
85,50,2,7,1,0,1,0,0,1
70,15,1,17,1,1,0,0,0,1
70,0,2,28,0,0,1,0,0,1
65,5,2,2,1,0,1,0,0,1
80,15,2,23,1,0,1,0,0,1
40,0,1,20,1,1,0,0,0,1
100,0,3,20,0,0,0,1,0,1
60,15,3,9,1,0,0,1,0,1
50,50,1,24,1,1,0,0,0,0
60,40,3,24,0,0,0,1,0,0
75,45,1,12,1,1,0,0,0,1
70,15,1,18,1,1,0,0,0,1
50,70,3,18,1,0,0,1,0,0
80,50,1,9,0,1,0,0,0,1
0,85,1,1,0,1,0,0,0,0
80,50,3,1,1,0,0,1,0,1
85,0,2,2,1,0,1,0,0,1
60,30,1,19,0,1,0,0,0,1
52,48,1,14,1,1,0,0,0,1
60,60,1,23,0,1,0,0,0,1
15,85,1,4,1,1,0,0,0,0
50,60,1,7,1,1,0,0,0,0
85,50,3,5,1,0,0,1,0,1
70,30,3,12,0,0,0,1,0,1
40,40,3,25,0,0,0,1,0,1
0,70,1,25,0,1,0,0,0,0
65,30,1,13,0,1,0,0,0,1
30,70,1,23,1,1,0,0,0,0
70,50,3,13,1,0,0,1,0,1
90,50,2,7,0,0,1,0,0,1
20,70,1,16,1,1,0,0,0,0
60,50,1,11,0,1,0,0,0,1
70,85,3,9,1,0,0,1,0,1
80,20,1,19,0,1,0,0,0,1
75,10,1,23,1,1,0,0,0,1
50,85,1,11,1,1,0,0,0,0
100,0,2,19,0,0,1,0,0,1
15,70,4,20,0,0,0,0,1,0
100,0,2,10,1,0,1,0,0,1
0,60,3,19,0,0,0,1,0,0
15,85,1,22,0,1,0,0,0,0
50,40,1,19,1,1,0,0,0,1
100,0,2,1,1,0,1,0,0,1
50,50,1,22,1,1,0,0,0,1
72,45,1,16,1,1,0,0,0,1
100,0,2,1,1,0,1,0,0,1
40,85,1,20,0,1,0,0,0,0
70,30,2,25,0,0,1,0,0,1
70,85,1,11,1,1,0,0,0,0
50,85,3,7,1,0,0,1,0,1
100,0,3,1,1,0,0,1,0,1
90,15,2,1,0,0,1,0,0,1
100,30,2,2,1,0,1,0,0,1
80,30,3,1,0,0,0,1,0,1
70,15,1,12,1,1,0,0,0,1
40,85,1,21,0,1,0,0,0,0
55,5,1,23,0,1,0,0,0,1
60,40,3,17,0,0,0,1,0,1
100,0,3,18,0,0,0,1,0,1
90,0,2,11,1,0,1,0,0,1
50,50,1,13,0,1,0,0,0,0
60,15,1,23,1,1,0,0,0,1
85,60,3,7,1,0,0,1,0,1
40,85,1,25,1,1,0,0,0,0
100,50,3,7,1,0,0,1,0,1
85,0,3,7,1,0,0,1,0,1
70,15,3,5,0,0,0,1,0,1
100,50,3,25,1,0,0,1,0,1
15,85,1,15,0,1,0,0,0,0
30,70,1,21,0,1,0,0,0,0
40,70,1,26,0,1,0,0,0,0
70,60,1,19,1,1,0,0,0,1
70,70,4,23,1,0,0,0,1,1
55,35,3,1,0,0,0,1,0,1
0,100,3,24,0,0,0,1,0,0
85,15,1,5,1,1,0,0,0,1
0,70,1,7,0,1,0,0,0,0
70,15,1,17,0,1,0,0,0,1
30,85,1,21,0,1,0,0,0,0
60,0,1,7,0,1,0,0,0,1
100,0,2,18,0,0,1,0,0,1
70,60,1,5,1,1,0,0,0,1
60,40,1,11,1,1,0,0,0,1
40,50,1,21,1,1,0,0,0,0
30,70,1,17,0,1,0,0,0,0
0,70,1,21,0,1,0,0,0,0
40,50,1,13,0,1,0,0,0,0
15,85,1,23,1,1,0,0,0,0
85,70,3,6,0,0,0,1,0,1
70,15,1,13,1,1,0,0,0,1
30,60,1,10,0,1,0,0,0,0
40,60,3,28,0,0,0,1,0,1
60,0,3,21,0,0,0,1,0,1
15,70,1,23,0,1,0,0,0,0
10,60,1,11,0,1,0,0,0,0
15,70,1,23,1,1,0,0,0,0
70,50,3,6,1,0,0,1,0,0
30,85,1,8,1,1,0,0,0,0
85,0,1,21,1,1,0,0,0,1
70,30,1,25,0,1,0,0,0,1
0,70,3,25,0,0,0,1,0,0
65,20,1,15,1,1,0,0,0,1
85,15,3,11,0,0,0,1,0,1
60,75,1,26,0,1,0,0,0,0
85,40,2,13,0,0,1,0,0,1
70,30,2,11,0,0,1,0,0,1
30,30,1,19,1,1,0,0,0,1
60,40,4,9,1,0,0,0,1,1
30,60,1,17,0,1,0,0,0,0
50,40,3,1,1,0,0,1,0,1
30,70,1,25,0,1,0,0,0,0
15,15,2,1,1,0,1,0,0,1
97,12,2,1,1,0,1,0,0,1
60,40,1,24,0,1,0,0,0,1
50,60,1,5,1,1,0,0,0,0
50,70,3,17,0,0,0,1,0,0
100,15,2,1,0,0,1,0,0,1
85,0,2,8,0,0,1,0,0,1
85,40,1,19,0,1,0,0,0,1
85,0,1,15,1,1,0,0,0,1
40,60,1,26,0,1,0,0,0,0
60,0,1,22,0,1,0,0,0,1
70,30,1,25,0,1,0,0,0,1
30,40,2,17,0,0,1,0,0,0
50,50,1,20,0,1,0,0,0,0
10,70,1,26,0,1,0,0,0,0
